timestamp,o3,pm25,pm10,co,no2,lat,lon
2023-01-01 00:00:00,25.634423307200493,62.923400851094584,14.008289082423746,69.51119415394652,5.5622056310829695,30.345706,-97.834453
2023-01-01 01:00:00,23.04840879087657,56.479507564557395,15.414332419534396,62.48084940533951,6.071510879386963,30.345706,-97.834453
2023-01-01 02:00:00,25.217102534099745,50.84614522845469,13.760898654763636,56.373975064287926,5.5813835556851785,30.345706,-97.834453
2023-01-01 03:00:00,28.010628333763442,45.84464713957161,15.318712949609319,50.75264056580511,5.042003251733565,30.345706,-97.834453
2023-01-01 04:00:00,25.014040338290208,41.21272801926458,13.661530627438657,45.50785477576345,5.411586601231757,30.345706,-97.834453
2023-01-01 05:00:00,22.62360203877488,37.02260124854915,15.085405854043044,40.96898964321061,4.833738407029589,30.345706,-97.834453
2023-01-01 06:00:00,24.742710778421234,40.861034313072864,13.456720191061677,36.91590879260284,4.523601797488111,30.345706,-97.834453
2023-01-01 07:00:00,27.569385003818212,36.87750042173672,14.939688732491197,33.153769460853546,3.9585172654502414,30.345706,-97.834453
2023-01-01 08:00:00,24.72157436178939,33.14970576790612,16.44828701636039,36.259631336882855,4.2840090940920925,30.345706,-97.834453
2023-01-01 09:00:00,26.9705385695532,36.48390741729729,18.07581919003403,32.44539629675644,4.746190624805581,30.345706,-97.834453
2023-01-01 10:00:00,24.35202798849759,32.699486700535005,19.801384527154255,29.329057933276157,5.376570422876454,30.345706,-97.834453
2023-01-01 11:00:00,21.805941001279706,35.876503396835105,21.980151089279765,26.164448078465668,6.014605275481278,30.345706,-97.834453
2023-01-01 12:00:00,19.68237873823561,32.18626278233918,19.738965690921834,23.605468934558225,6.544748025315479,30.345706,-97.834453
2023-01-01 13:00:00,17.788474251763997,33.27730507315387,21.634793769958115,25.942497312752895,6.899694280128983,30.345706,-97.834453
2023-01-01 14:00:00,16.056066395754016,36.81261749456235,19.469008363303672,23.32150893843957,7.262823180559791,30.345706,-97.834453
2023-01-01 15:00:00,14.25056683871966,33.200339771481985,17.461619369925874,25.738887014925044,8.08129021272735,30.345706,-97.834453
2023-01-01 16:00:00,12.862109192021629,29.918999642253656,19.22669503538355,23.248219098863306,8.65208263007901,30.345706,-97.834453
2023-01-01 17:00:00,14.324837979088354,32.842470010114916,21.363560494331075,25.68596173989629,9.841507118188105,30.345706,-97.834453
2023-01-01 18:00:00,12.939986591415476,36.027815502286764,23.30383031260967,22.959135055103722,10.467435889813997,30.345706,-97.834453
2023-01-01 19:00:00,11.449523059756912,32.55542893609753,21.282087652109055,20.689607193831378,9.643311583733777,30.345706,-97.834453
2023-01-01 20:00:00,12.775204865276054,29.12116574743046,22.990301218665962,22.783489824474408,10.50605955906749,30.345706,-97.834453
2023-01-01 21:00:00,11.288008161880601,32.05470453298474,20.832516795327866,20.40176069723095,11.617048581133783,30.345706,-97.834453
2023-01-01 22:00:00,10.937379517076073,35.442880872031296,22.897823909993487,22.519684832165176,12.763328493290674,30.345706,-97.834453
2023-01-01 23:00:00,9.755975858138719,31.720110412429367,20.591308216058,24.983039366829953,13.942684215517941,30.345706,-97.834453
2023-01-02 00:00:00,8.842801403035839,28.582558360060283,18.369706843954752,22.33566196007395,12.68077569747222,30.345706,-97.834453
2023-01-02 01:00:00,9.962639722466282,25.695408364240944,16.538900456388802,24.735270406467933,11.341806712565248,30.345706,-97.834453
2023-01-02 02:00:00,8.789051149988945,28.38940828039271,15.027978088043813,22.07627751683286,10.447289265158933,30.345706,-97.834453
2023-01-02 03:00:00,9.645802222088788,25.594065777384575,14.446936367755686,24.21923822278317,11.362833677401028,30.345706,-97.834453
2023-01-02 04:00:00,8.650118391554596,28.15016533004314,16.125181957836805,26.813742835480557,12.546255005787181,30.345706,-97.834453
2023-01-02 05:00:00,7.805954440862248,25.221861414842223,14.381451752623175,29.506716485861144,13.883388251197632,30.345706,-97.834453
2023-01-02 06:00:00,6.971491844489938,22.735119083439518,12.988964989327036,26.392646073786445,15.138184332935683,30.345706,-97.834453
2023-01-02 07:00:00,7.771257253658671,20.550220099017483,11.663072614016881,23.83451687225646,16.84868822718704,30.345706,-97.834453
2023-01-02 08:00:00,8.5313874944401,17.745356882099287,9.477091633863372,18.90659758218384,11.840448120611859,30.345706,-97.834453
2023-01-02 09:00:00,8.157027886100462,19.4261870044606,12.457747570242612,19.822083248067585,12.874726768997018,30.345706,-97.834453
2023-01-02 10:00:00,4.749067231700377,17.170996495754643,8.056520956315115,23.67832193162943,13.1677387619704,30.345706,-97.834453
2023-01-02 11:00:00,7.6214847221041895,13.373985123109545,11.450374192440114,23.303957819201653,11.004886961687838,30.345706,-97.834453
2023-01-02 12:00:00,8.290588693498083,12.0943640843945,12.645932059455752,21.107038654133554,9.857260666350415,30.345706,-97.834453
